candle_num,timestamp,close,open,high,low,volume,action,confidence,event,equity,total_candles,vote_claude,vote_deepseek
388,2026-03-08 03:00:00,67001.0,66896.0,67056.0,66814.0,930.81789,SELL,100,No Position,10531.93,480,ERROR,Sell
389,2026-03-08 04:00:00,66604.0,67001.0,67064.0,66514.0,1483.6446,SELL,100,No Position,10531.93,480,ERROR,Sell
390,2026-03-08 05:00:00,67110.0,66603.0,67215.0,66597.0,1067.10952,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
391,2026-03-08 06:00:00,67134.0,67110.0,67195.0,67004.0,432.03446,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
392,2026-03-08 07:00:00,67289.0,67133.0,67417.0,67118.0,981.4227,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
393,2026-03-08 08:00:00,67501.0,67288.0,67533.0,67120.0,609.16667,BUY,100,"-> OPEN LONG @ $67,501",10531.93,480,ERROR,Buy
394,2026-03-08 09:00:00,67669.0,67501.0,67862.0,67434.0,1683.23656,BUY,100,In Position (PnL +0.7%),10563.38,480,ERROR,Buy
395,2026-03-08 10:00:00,67858.0,67670.0,68161.0,67668.0,2162.89398,BUY,100,In Position (PnL +1.6%),10598.77,480,ERROR,Buy
396,2026-03-08 11:00:00,67483.0,67858.0,67858.0,67364.0,1065.50271,NOTHING,100,In Position (PnL -0.1%),10528.56,480,ERROR,Do Nothing
397,2026-03-08 12:00:00,67288.0,67482.0,67615.0,66837.0,3114.16502,BUY,100,In Position (PnL -0.9%),10492.05,480,ERROR,Buy
398,2026-03-08 13:00:00,67205.0,67287.0,67398.0,66782.0,903.72558,NOTHING,100,In Position (PnL -1.3%),10476.51,480,ERROR,Do Nothing
399,2026-03-08 14:00:00,67303.0,67206.0,67407.0,67018.0,1190.49905,BUY,100,In Position (PnL -0.9%),10494.85,480,ERROR,Buy
400,2026-03-08 15:00:00,67175.0,67302.0,67333.0,67040.0,383.73611,NOTHING,100,In Position (PnL -1.4%),10470.89,480,ERROR,Do Nothing
401,2026-03-08 16:00:00,66835.0,67174.0,67224.0,66756.0,888.83168,NOTHING,100,In Position (PnL -3.0%),10407.23,480,ERROR,Do Nothing
402,2026-03-08 17:00:00,67016.0,66834.0,67185.0,66759.0,1159.53237,SELL,100,"-> CLOSE @ $67,016",10441.12,480,ERROR,Sell
403,2026-03-08 18:00:00,66782.0,67016.0,67043.0,66700.0,1135.32115,SELL,100,No Position,10441.12,480,ERROR,Sell
404,2026-03-08 19:00:00,67304.0,66781.0,67453.0,66743.0,1931.88573,NOTHING,100,No Position,10441.12,480,ERROR,Do Nothing
405,2026-03-08 20:00:00,67192.0,67304.0,67495.0,67000.0,2371.94452,NOTHING,100,No Position,10441.12,480,ERROR,Do Nothing
406,2026-03-08 21:00:00,66974.0,67193.0,67233.0,66677.0,1678.12972,SELL,100,No Position,10441.12,480,ERROR,Sell
407,2026-03-08 22:00:00,66199.0,66975.0,66975.0,65573.0,5839.70624,SELL,100,No Position,10441.12,480,ERROR,Sell
408,2026-03-08 23:00:00,65933.0,66199.0,66524.0,65878.0,1533.80076,SELL,100,No Position,10441.12,480,ERROR,Sell
409,2026-03-09 00:00:00,66331.0,65933.0,66719.0,65780.0,1733.13959,SELL,100,No Position,10441.12,480,ERROR,Sell
410,2026-03-09 01:00:00,66181.0,66331.0,66670.0,66094.0,2288.01916,SELL,100,No Position,10441.12,480,ERROR,Sell
411,2026-03-09 02:00:00,66512.0,66182.0,66683.0,65918.0,2593.50071,NOTHING,100,No Position,10441.12,480,ERROR,Do Nothing
412,2026-03-09 03:00:00,67170.0,66511.0,67632.0,66478.0,2877.06617,NOTHING,100,No Position,10441.12,480,ERROR,Do Nothing
413,2026-03-09 04:00:00,67070.0,67170.0,67599.0,67014.0,3812.78035,NOTHING,100,No Position,10441.12,480,ERROR,Do Nothing
414,2026-03-09 05:00:00,67871.0,67070.0,68041.0,67070.0,2776.79473,BUY,100,"-> OPEN LONG @ $67,871",10441.12,480,ERROR,Buy
415,2026-03-09 06:00:00,67228.0,67872.0,67896.0,67216.0,2461.19407,SELL,100,"-> CLOSE @ $67,228",10322.42,480,ERROR,Sell
416,2026-03-09 07:00:00,67513.0,67228.0,67534.0,66862.0,1546.70338,BUY,100,"-> OPEN LONG @ $67,513",10322.42,480,ERROR,Buy
417,2026-03-09 08:00:00,67780.0,67513.0,67890.0,67339.0,1441.62251,BUY,100,In Position (PnL +1.2%),10371.41,480,ERROR,Buy
418,2026-03-09 09:00:00,67949.0,67779.0,68426.0,67544.0,3039.66316,BUY,100,In Position (PnL +1.9%),10402.41,480,ERROR,Buy
419,2026-03-09 10:00:00,67568.0,67950.0,68046.0,67524.0,1130.4985,NOTHING,100,In Position (PnL +0.2%),10332.51,480,ERROR,Do Nothing
420,2026-03-09 11:00:00,67732.0,67569.0,67832.0,67314.0,1300.58091,BUY,100,In Position (PnL +1.0%),10362.6,480,ERROR,Buy
421,2026-03-09 12:00:00,68134.0,67733.0,68331.0,67729.0,1583.60796,BUY,100,In Position (PnL +2.8%),10436.36,480,ERROR,Buy
422,2026-03-09 13:00:00,68961.0,68135.0,69249.0,68121.0,3796.80121,BUY,100,In Position (PnL +6.4%),10588.09,480,ERROR,Buy
423,2026-03-09 14:00:00,69105.0,68960.0,69444.0,68640.0,3795.19559,BUY,100,"TP @ $69,313",10652.73,480,ERROR,Buy
424,2026-03-09 15:00:00,68832.0,69104.0,69209.0,68651.0,2685.02277,BUY,100,"-> OPEN LONG @ $68,832",10652.73,480,ERROR,Buy
425,2026-03-09 16:00:00,68929.0,68831.0,69214.0,68594.0,2706.80053,BUY,100,In Position (PnL +0.4%),10670.75,480,ERROR,Buy
426,2026-03-09 17:00:00,68563.0,68930.0,69047.0,68235.0,2142.60498,BUY,100,In Position (PnL -1.2%),10602.78,480,ERROR,Buy
427,2026-03-09 18:00:00,68311.0,68563.0,68665.0,68183.0,1002.68274,SELL,100,"-> CLOSE @ $68,311",10555.98,480,ERROR,Sell
428,2026-03-09 19:00:00,68953.0,68312.0,69460.0,68312.0,4981.96994,BUY,100,"-> OPEN LONG @ $68,953",10555.98,480,ERROR,Buy
429,2026-03-09 20:00:00,68919.0,68949.0,69092.0,68710.0,1143.93204,BUY,100,In Position (PnL -0.1%),10549.73,480,ERROR,Buy
430,2026-03-09 21:00:00,68884.0,68919.0,69055.0,68571.0,3592.68988,BUY,100,In Position (PnL -0.3%),10543.3,480,ERROR,Buy
431,2026-03-09 22:00:00,68587.0,68885.0,68989.0,68537.0,1157.83077,SELL,100,"-> CLOSE @ $68,587",10488.74,480,ERROR,Sell
432,2026-03-09 23:00:00,68389.0,68588.0,68646.0,68334.0,624.08331,SELL,100,No Position,10488.74,480,ERROR,Sell
433,2026-03-10 00:00:00,69117.0,68388.0,69256.0,68346.0,1588.84829,BUY,100,"-> OPEN LONG @ $69,117",10488.74,480,ERROR,Buy
434,2026-03-10 01:00:00,69230.0,69117.0,69341.0,68765.0,1033.93846,BUY,100,In Position (PnL +0.5%),10509.32,480,ERROR,Buy
435,2026-03-10 02:00:00,70240.0,69231.0,70598.0,69066.0,5348.8411,BUY,100,In Position (PnL +4.9%),10693.24,480,ERROR,Buy
436,2026-03-10 03:00:00,69394.0,70241.0,70338.0,69342.0,2031.57161,BUY,100,In Position (PnL +1.2%),10539.18,480,ERROR,Buy
437,2026-03-10 04:00:00,70043.0,69394.0,70095.0,69394.0,1527.23119,BUY,100,In Position (PnL +4.0%),10657.37,480,ERROR,Buy
438,2026-03-10 05:00:00,69940.0,70046.0,70338.0,69871.0,1486.85116,BUY,100,In Position (PnL +3.6%),10638.61,480,ERROR,Buy
439,2026-03-10 06:00:00,69886.0,69941.0,70155.0,69715.0,1432.26777,BUY,100,In Position (PnL +3.3%),10628.78,480,ERROR,Buy
440,2026-03-10 07:00:00,70363.0,69885.0,70500.0,69800.0,1282.4551,BUY,100,In Position (PnL +5.4%),10715.64,480,ERROR,Buy
441,2026-03-10 08:00:00,70642.0,70363.0,71072.0,70336.0,2593.63299,BUY,100,"TP @ $70,960",10824.38,480,ERROR,Buy
442,2026-03-10 09:00:00,71024.0,70644.0,71269.0,70610.0,2408.66534,BUY,100,"-> OPEN LONG @ $71,024",10824.38,480,ERROR,Buy
443,2026-03-10 10:00:00,70730.0,71025.0,71037.0,70627.0,1271.87552,BUY,100,In Position (PnL -1.2%),10770.61,480,ERROR,Buy
444,2026-03-10 11:00:00,70555.0,70730.0,70800.0,70503.0,1762.98004,SELL,100,"-> CLOSE @ $70,555",10738.61,480,ERROR,Sell
445,2026-03-10 12:00:00,70480.0,70553.0,70586.0,70254.0,785.08291,SELL,100,No Position,10738.61,480,ERROR,Sell
446,2026-03-10 13:00:00,69881.0,70480.0,70877.0,69667.0,2071.35623,SELL,100,No Position,10738.61,480,ERROR,Sell
447,2026-03-10 14:00:00,71448.0,69880.0,71500.0,69250.0,3889.61129,BUY,100,"-> OPEN LONG @ $71,448",10738.61,480,ERROR,Buy
448,2026-03-10 15:00:00,71307.0,71447.0,71760.0,70861.0,4605.61779,BUY,100,In Position (PnL -0.6%),10713.18,480,ERROR,Buy
449,2026-03-10 16:00:00,71222.0,71308.0,71650.0,70906.0,1439.09643,BUY,100,In Position (PnL -0.9%),10697.84,480,ERROR,Buy
450,2026-03-10 17:00:00,70825.0,71221.0,71412.0,70461.0,2876.65458,SELL,100,"-> CLOSE @ $70,825",10626.24,480,ERROR,Sell
451,2026-03-10 18:00:00,69964.0,70824.0,70862.0,69844.0,3134.69265,SELL,100,No Position,10626.24,480,ERROR,Sell
452,2026-03-10 19:00:00,69997.0,69964.0,70246.0,69691.0,1380.96533,SELL,100,No Position,10626.24,480,ERROR,Sell
453,2026-03-10 20:00:00,70187.0,69994.0,70308.0,69937.0,1044.43984,SELL,100,No Position,10626.24,480,ERROR,Sell
454,2026-03-10 21:00:00,69705.0,70187.0,70358.0,69467.0,1775.04248,SELL,100,No Position,10626.24,480,ERROR,Sell
455,2026-03-10 22:00:00,69655.0,69704.0,69818.0,69400.0,651.70899,SELL,100,No Position,10626.24,480,ERROR,Sell
456,2026-03-10 23:00:00,69898.0,69655.0,69924.0,69650.0,731.41774,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
457,2026-03-11 00:00:00,69996.0,69897.0,70128.0,69707.0,1645.78187,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
458,2026-03-11 01:00:00,70026.0,69996.0,70096.0,69830.0,685.01286,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
459,2026-03-11 02:00:00,69764.0,70026.0,70074.0,69582.0,553.38537,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
460,2026-03-11 03:00:00,69511.0,69763.0,69843.0,69434.0,643.94718,SELL,100,No Position,10626.24,480,ERROR,Sell
461,2026-03-11 04:00:00,70090.0,69511.0,70244.0,69455.0,1368.17428,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
462,2026-03-11 05:00:00,69465.0,70090.0,70161.0,69364.0,1152.62785,SELL,100,No Position,10626.24,480,ERROR,Sell
463,2026-03-11 06:00:00,69906.0,69460.0,69961.0,69454.0,718.43284,NOTHING,100,No Position,10626.24,480,ERROR,Do Nothing
464,2026-03-11 07:00:00,69614.0,69906.0,69982.0,69459.0,899.60071,SELL,100,No Position,10626.24,480,ERROR,Sell
465,2026-03-11 08:00:00,69620.0,69619.0,69747.0,69460.0,908.80594,SELL,100,No Position,10626.24,480,ERROR,Sell
466,2026-03-11 09:00:00,69429.0,69619.0,69697.0,69346.0,506.72559,SELL,100,No Position,10626.24,480,ERROR,Sell
467,2026-03-11 10:00:00,69574.0,69428.0,69680.0,69347.0,607.37185,SELL,100,No Position,10626.24,480,ERROR,Sell
468,2026-03-11 11:00:00,69129.0,69574.0,69647.0,69126.0,960.98973,SELL,100,No Position,10626.24,480,ERROR,Sell
469,2026-03-11 12:00:00,69303.0,69128.0,69712.0,68947.0,1589.85557,SELL,100,No Position,10626.24,480,ERROR,Sell
470,2026-03-11 13:00:00,70143.0,69303.0,71046.0,69286.0,5596.20278,BUY,100,"-> OPEN LONG @ $70,143",10626.24,480,ERROR,Buy
471,2026-03-11 14:00:00,70535.0,70143.0,70918.0,69922.0,5268.03792,BUY,100,In Position (PnL +1.7%),10697.5,480,ERROR,Buy
472,2026-03-11 15:00:00,70180.0,70534.0,70604.0,69634.0,2547.47564,SELL,100,"-> CLOSE @ $70,180",10632.97,480,ERROR,Sell
473,2026-03-11 16:00:00,70534.0,70180.0,70794.0,70124.0,2257.89873,BUY,100,"-> OPEN LONG @ $70,534",10632.97,480,ERROR,Buy
474,2026-03-11 17:00:00,70738.0,70535.0,71294.0,70480.0,3331.52843,BUY,100,In Position (PnL +0.9%),10669.87,480,ERROR,Buy
475,2026-03-11 18:00:00,70587.0,70733.0,70854.0,70376.0,1572.11458,BUY,100,In Position (PnL +0.2%),10642.56,480,ERROR,Buy
476,2026-03-11 19:00:00,70598.0,70586.0,70712.0,70339.0,1388.941,BUY,100,In Position (PnL +0.3%),10644.55,480,ERROR,Buy
477,2026-03-11 20:00:00,70586.0,70597.0,70658.0,70349.0,801.15992,BUY,100,In Position (PnL +0.2%),10642.37,480,ERROR,Buy
478,2026-03-11 21:00:00,70711.0,70587.0,70737.0,70443.0,1001.83711,BUY,100,In Position (PnL +0.8%),10664.99,480,ERROR,Buy
479,2026-03-11 22:00:00,70323.0,70712.0,70898.0,70200.0,1491.7996,SELL,100,"-> CLOSE @ $70,323",10594.8,480,ERROR,Sell
480,2026-03-11 23:00:00,70135.0,70324.0,70463.0,70068.0,847.16156,BUY,100,"-> OPEN LONG @ $70,135",10594.8,480,ERROR,Buy
